,symbol,name,price,volume_24,perc_change_24h,market_cap,perc_change_1h,volume_24h
4334,KONG,Kong Defi,7.3525701e-07,,5.45620834,0.0,-0.77453303,1103.61950875
4335,UOP,Utopia Genesis Foundation,0.26261,,4.0039604,0.0,0.0,1086.62027567
4336,XRUNE,Rune,35.12133345115709,,-5.12076417,0.0,-21.99425235,1060.13546321
4337,EOC,Everyonescrypto,0.01123891473253,,2.54035692,0.0,0.9842183,1057.53466769
4338,DEFI,Defi,0.61488599848796,,3.93995569,0.0,0.33507055,1047.2745505
4339,YFD,Your Finance Decentralized,3.94741422766897,,-18.72533003,0.0,-0.70528454,1041.59512912
4340,MTC,Metacoin,0.13386321475427,,11.48408436,0.0,-0.08852191,1037.4645566
4341,BTAP,BTA Protocol,0.0148980970477,,9.0008146,0.0,-0.77453244,1022.53048239
4342,REVO,Revo Network,0.06244746217867,,-6.41252062,0.0,-9.51241077,995.93204326
4343,FROG,CryptoFrog.Finance,0.00126394357078,,-12.32783935,0.0,-0.14384382,968.1444764
4344,MLR,Mega Lottery Services Global,0.02844119293646,,4.8518867,0.0,-0.08852191,970.18369815
4345,MNS,MONNOS,0.00227529543492,,-10.12695425,0.0,-14.36159021,970.06437578
4346,MRNA,Moderna tokenized stock FTX,191.525,,3.61103598,0.0,-0.18241042,965.9565
4347,RIFT,RIFT Token,35.9599354039183,,8.43817712,0.0,-0.20138806,968.4729803
4348,PQT,PREDIQT,5.565995569e-05,,-0.29646347,0.0,-0.05345742,952.18060006
4349,POKE,Pokeball,0.12179763771488,,0.88664339,0.0,-0.13491084,927.57631071
4350,IDL,IDL Token,2.27072628486181,,-3.42156765,0.0,-0.0252356,912.96821009
4351,BABA,Alibaba tokenized stock FTX,218.95,,0.06855576,0.0,0.09142857,902.78225
4352,PLUT,Pluto,0.1529642676388,,-0.34280489,0.0,-0.05320259,889.90471879
4353,THX,ThoreNext,0.05837169082528,,2.36845366,0.0,-0.10096772,887.99440479
4354,VLAD,Vlad Finance,0.58794752206289,,2.84572487,0.0,-0.09507749,886.51589781
4355,D4RK,Dark,0.16988872580712,,22.64659333,0.0,-0.08852191,880.48548465
4356,FECLIPSE,FairEclipse,1.41441e-09,,16.95582631,0.0,-0.10415533,873.31643572
4357,DEFO,DefHold,55.65451983380582,,8.19619,0.0,-0.53059211,871.49857132
4358,AUR,Auroracoin,0.23511386160807,,-6.17193848,0.0,-10.35439013,863.89783576
4359,OCB,BLOCKMAX,0.07697955347142,,10.58789148,0.0,0.46269754,861.49067461
4360,YFIA,YFIA,2.86902862893877,,0.30501159,0.0,-0.8472613,858.45336412
4361,PMP,Pumpy farm,20.68786435796072,,7.75270782,0.0,-0.13202872,857.90615918
4362,NEU,Neumark,0.19145320577514,,1.22021795,0.0,-0.01592239,857.09225796
4363,NBR,Niobio,0.69755484012808,,3.47022624,0.0,1.50790469,854.41965601
4364,DRAGON,Dragon Ball,0.11947921506175,,14.33620554,0.0,-0.0252356,846.82085306
4365,RFCTR,Reflector.Finance,0.01289476317634,,5.59304728,0.0,-0.75432383,844.7220731
4366,BASX,Basix,0.49700007224959,,6.74709572,0.0,-0.80590167,840.79712558
4367,ARA,Ara Blocks,0.0138855681817,,8.8424962,0.0,-0.80590167,836.10957632
4368,FETA,FetaToken,0.00321631049469,,15.55570439,0.0,-0.13202872,833.1581706
4369,BA,BaTorrent,0.00021998943822,,-2.1185965,0.0,-0.07073157,824.43236759
4370,NEWW,New Ventures,0.03992733757177,,16.17322129,0.0,-0.10416125,819.87897866
4371,SFN,Strains Finance,0.01355425342441,,11.48198417,0.0,-0.14384201,817.12047219
4372,SMOL,Smol,3.59332383441627,,3.13264813,0.0,-0.80590167,807.53937823
4373,SEFI,SEFI,0.08069731121906,,19.8070268,0.0,-0.2916551,806.97311225
4374,PFI,PrimeFinance,1.80629521682759,,25.26587375,0.0,2.81274386,808.01003934
4375,DROPS,DefiDrop Launchpad,0.03536788965601,,16.67574914,0.0,-0.14384201,795.6155609
4376,CREP,Compound Augur,0.51063093576325,,10.48683736,0.0,-1.71654859,780.36997982
4377,DUN,Dune Network,0.00797727825768,,-94.74604499,0.0,-0.03567114,767.61414558
4378,FUEL,Jetfuel Finance,113.39429287496442,,17.01936745,0.0,-0.14384201,765.59661792
4379,YFW,YFWorld,12.09386818677501,,-48.58429105,0.0,-0.10785937,764.13025993
4380,TOSC,T.OS,0.00834274992803,,0.29310902,0.0,-0.08852191,758.43181164
4381,MAG,Maggie,9.480397645e-05,,4.85188671,0.0,-0.08852191,754.83229426
4382,CROW,Crow Finance,63.47753748880322,,5.58769829,0.0,-0.27819835,745.82922632
4383,CWBTC,Compound Wrapped BTC,765.6425913526484,,5.04402653,0.0,-0.18376288,746.39258328
4384,UCT,Ubique Chain Of Things,0.0031419736409,,-26.14005715,0.0,-0.02283012,736.53812781
4385,DEOR,DEOR,0.00670506358861,,-7.43127269,0.0,-0.1857333,738.43043659
4386,GIGA,GigaPool,8.47002298e-06,,12.09243795,0.0,-0.14384203,735.72852846
4387,MTF,Milktea.finance,0.00272644185918,,-18.26648027,0.0,2.01827517,731.03414263
4388,GROOT,growth Root Token,525.6498932261071,,20.48094933,0.0,-0.14384201,727.09659352
4389,OAK,Octree,10.94401252894723,,18.29140866,0.0,0.186599,723.43182663
4390,SCC,StockChain,0.00018998716882,,-28.72348,0.0,-15.44653627,720.04587118
4391,USDX,dForce USDx,0.99232574150061,,-0.95314838,0.0,-0.00480756,715.59320493
4392,UNIFI,UNIFI DeFi,0.00372936742248,,6.50018329,0.0,-0.75432383,696.15083864
4393,AMD,Advanced Micro Devices tokenized stock FTX,82.05,,0.63780204,0.0,-0.10956903,694.6424
4394,BEER,Beer Token,4.0069055e-07,,13.90838553,0.0,-0.14384162,679.7248096
4395,GOLDR,Golden Ratio Coin,8.56515969697243,,-31.4509592,0.0,-0.01820901,679.21135806
4396,DPC,DAPPCENTS,0.00151092566246,,-29.47891385,0.0,-0.99006552,674.72120312
4397,BCDN,BlockCDN,0.00111239882684,,3.52807687,0.0,-0.46508036,675.88553571
4398,7E,7Eleven,1.88834479e-06,,74.31579839,0.0,-0.25080687,670.76338564
4399,BASK,BasketDAO,87.72003797749528,,3.54281537,0.0,-0.77453244,662.94815587
4400,ENV,ENV Finance,0.33798655320665,,14.40489057,0.0,-0.14384201,654.28391296
4401,DMME,DMme,0.00189518412487,,5.02733895,0.0,-0.10096774,653.80842168
4402,XFUEL,XFUEL,0.00265451134074,,-8.25459913,0.0,-0.08852191,643.43291885
4403,KOMET,Komet,47.09871074195168,,7.70530878,0.0,-0.80590167,640.44388536
4404,MCDC,McDonalds Coin,0.0126193199744,,6.1888898,0.0,-0.80590167,635.88972064
4405,BNSD,BNSD Finance,0.03186064885835,,2.77203888,0.0,-0.07328782,8830.79113676
4406,TAT,Tatcoin,0.04193197220414,,3.79442384,0.0,-0.14384201,617.46382431
4407,GR,Grom,0.02720870262037,,-4.10745736,0.0,-9.89683261,609.40801439
4408,ME,All.me,0.00795977602163,,5.02737453,0.0,-0.10096772,601.57902468
4409,DDRT,DigiDinar Token,0.5273355525075,,10.27094392,0.0,-5.01244255,597.59778293
4410,AVS,AlgoVest,0.34498675949694,,6.11026242,0.0,-0.77453244,592.99258911
4411,YFIIG,YFII Gold,1.46184549918361,,3.95553459,0.0,-35.68443544,584.61913404
4412,DVT,DeVault,0.00151614781364,,2.46573125,0.0,-0.10096772,580.41685486
4413,ETNXP,Electronero Pulse,1.526582441e-05,,0.94239945,0.0,13.45347122,576.07508086
4414,BCU,Biscuit Farm Finance,0.02461988954098,,1.28817155,0.0,-0.04151856,570.63735612
4415,MYX,MYX Network,0.00125430314335,,7.74026204,0.0,-0.84315667,566.53494143
4416,CBP,CashBackPro,0.48596158150659,,-13.93413507,0.0,-0.77215217,532.86121171
4417,SAV3,Sav3Token,0.06007167766208,,7.82424563,0.0,-0.80590167,531.31872012
4418,MANDI,Mandi Token,0.00210075318019,,-0.98512394,0.0,-4.56218894,523.35376331
4419,FOTO,Unique Photo,0.04084343446008,,10.12451924,0.0,-0.80590167,518.82205733
4420,YOU,YouSwap,0.24600091561803,,-1.5866875,0.0,-0.0252356,512.36215485
4421,IDH,indaHash,0.0074455965878,,97.19063851,0.0,-0.15249464,513.27251569
4422,HUB,Hub - Human Trust Protocol,0.00290856150593,,-10.67919301,0.0,-3.04772635,509.58961201
4423,YBEAR,yBEAR.finance,0.0323152520985,,15.91207926,0.0,-0.13202872,502.20425976
4424,XLA,Ripple Alpha,0.00168553911453,,-8.49109406,0.0,-5.88967708,501.28946275
4425,TRND,Trendering,3.32038159494522,,5.85644763,0.0,-0.77453244,498.09241457
4426,SPORTS,ZenSports,5.667031793e-05,,25.48620929,0.0,10.17325138,491.80845786
4427,TSLA,Tesla tokenized stock Bittrex,602.6595108949487,,-4.12532524,0.0,-1.91586594,482.84273676
4428,FRIDGE,Fridge Token,0.66352797375131,,16.99176178,0.0,-0.13202872,479.92464058
4429,DIESEL,DIESEL,0.47929772986623,,12.12957036,0.0,-0.14384201,470.55200159
4430,WSTA,Wrapped Statera,0.03792459876064,,3.69657288,0.0,-0.80590167,461.96670237
4431,TRIB,Contribute,1.77236705130397,,6.10262978,0.0,-0.80590167,457.34344859
4432,SAFEORBIT,SafeOrbit,1.15687e-09,,16.83303841,0.0,-0.14422782,457.10110966
4433,ALG,Bitalgo,0.03000959847835,,-25.01021659,0.0,-0.0252356,453.00375187
4434,CYF,CY Finance,1.500479924e-05,,-0.01828741,0.0,36.32922415,445.77323221
4435,NAMI,Tsunami finance,108.27550810995034,,8.80119029,0.0,-0.80590167,441.37817776
4436,CPAY,Chainpay,0.02106390951468,,-24.95043387,0.0,0.02382384,440.88460348
4437,DXC,Dexchain,0.00150051797867,,-6.13837329,0.0,-0.01753127,432.32563877
4438,SCU,Securypto,0.22156852506568,,8.1928833,0.0,-0.17874486,432.83411372
4439,mFB,Mirrored Facebook Inc,333.5301960734641,,-0.29108591,0.0,-0.63976978,429.58209723
4440,CORD,CORD.Finance,7.52823761972165,,17.80400135,0.0,-0.14384201,428.83674433
4441,ORS,ORS Group,0.0063518,,5.55020107,0.0,0.0,428.65503861
4442,OWL,OWL Token (StealthSwap),0.20307527416464,,7.85136662,0.0,-0.80590167,417.54724166
4443,BHIG,BuckHathCoin,0.06102494949916,,-3.37481543,0.0,-14.44816917,416.94064875
4444,EDS,Endorsit,8.39300913e-06,,7.69167802,0.0,-0.01753123,415.61083804
4445,PURE,Puriever,0.04181499187226,,5.27940354,0.0,-0.01753127,413.66961441
4446,GGC,Global Game Coin,0.94645527266704,,-72.95495331,0.0,-0.10096772,411.71717645
4447,NFTL,NFTL Token,0.03369812573915,,10.35412038,0.0,-0.14384201,410.5295422
4448,SYM,SymVerse,0.09396399520243,,8.34009565,0.0,-0.2916551,411.84982881
4449,ROX,Robotina,0.00316170816667,,-2.1641886,0.0,-0.17874486,410.69027317
4450,BILI,Billibilli Inc tokenized stock FTX,111.945,,-1.87579436,0.0,-0.32499332,409.01325
4451,FLASH,Flash,0.0018960795291,,-12.62342775,0.0,-0.08852191,405.04667517
4452,BEE,BeeSwap,1.28989447111533,,7.94655125,0.0,-0.0431627,393.15120779
4453,TACO,Tacos,0.2019020146251,,9.08129863,0.0,-0.80590167,392.71584158
4454,NIA,Nydronia,0.00086672179357,,2.55515646,0.0,-0.10452306,388.83337197
4455,THOR,Asgard finance,0.00208603406558,,15.3784607,0.0,-0.14384201,384.64449707
4456,MAGI,Magikarp Finance,0.00107607446496,,14.05681784,0.0,-0.13202872,380.14461918
4457,UFFYI,Unlimited FiscusFYI,0.29199624748098,,-1.54152102,0.0,-0.08852191,373.75378078
4458,GANJA,trees.finance,70.9314277107981,,15.7653405,0.0,-0.3678035,370.24938152
4459,ITAM,ITAM Games,0.02435204721116,,6.67979752,0.0,-0.16922862,366.5397832
4460,SHRMP,Shrimp Capital,0.00310908312927,,19.93447597,0.0,1.02183684,365.00929865
4461,FLUNAR,FairLunar,8.9264e-10,,16.79794834,0.0,-0.14318955,362.46190298
4462,NANA,Ape Tools,0.0041606423527,,17.17588878,0.0,-0.14384201,305.69165735
4463,SPANK,SpankChain,0.01460020554184,,3.71821977,0.0,-0.80590167,358.00981137
4464,BQTX,BQT,0.00143785717407,,19.88468201,0.0,-0.42094783,356.81306582
4465,BID,BLOCKIDCOIN,5.015888786274,,18.50601602,0.0,10.12742673,355.60937882
4466,SWAG,SWAG Finance,0.06579324036249,,0.32751241,0.0,-0.00480756,353.38053132
4467,MKB,Maker Basic-MKB,0.01319473068888,,-3.09541832,0.0,3.59534663,354.33912239
4468,VLU,Valuto,0.01251162752309,,33.68289546,0.0,9.89644289,501.03157115
4469,SLS,SaluS,20.08441201991606,,9.40464697,0.0,-0.08852191,342.57189362
4470,HP,HeartBout Pay,0.00151686362328,,39.80251561,0.0,-0.08852191,335.27198744
4471,SKC,SKINCHAIN,2.000717314e-05,,-33.3398354,0.0,-0.01753126,334.26487353
4472,NODE,PocketNode,1.985839555e-05,,1.3986786,0.0,-27.9993371,333.4645204
4473,OX,OrcaX,0.00048139443728,,16.7928433,0.0,-0.14384201,331.64609233
4474,BCNA,BitCanna,0.05688238587292,,34.42549578,0.0,23.85720425,327.75023995
4475,KYTE,Kambria Yield Tuning Engine,0.86055927052134,,8.06115972,0.0,-0.77453244,323.76527411
4476,DDR,DigiDinar,0.68577431210049,,-4.36460538,0.0,-13.55820711,320.32200806
4477,LIGHT,Lightning,0.11388780330214,,8.13334709,0.0,-0.14384201,319.59662613
4478,WQT,WorkQuest,0.06046708137498,,8.05994628,0.0,-0.77453244,318.84916842
4479,BUCC,Buccaneer V2,8.63804165252074,,8.86864494,0.0,-0.80590167,318.56638904
4480,SOX,Ethersocks,156.42968030169067,,32.34138853,0.0,-0.80590167,312.8593606
4481,ECC,ECC,0.00026545113407,,6.37147927,0.0,-0.08852191,305.86644543
4482,WENLAMBO,Wenlambo,1.0327141e-07,,1.71702134,0.0,-0.67920379,246.93972038
4483,HUE,Hue,0.0725339899188,,6.99760724,0.0,-0.77453244,291.9375324
4484,PXC,Pixie Coin,0.00138611720238,,8.1928833,0.0,-0.17874486,289.40021674
4485,MMAON,MMAON,0.04201322376278,,-9.67955806,0.0,-2.22648054,286.80530559
4486,BSPAY,Brosispay,0.0003654073966,,-52.75964015,0.0,-0.26307381,281.55052883
4487,DMS,Documentchain,0.01615677857139,,17.01596809,0.0,1.08783688,278.62240869
4488,COMB,Combine.finance,66.16874185098357,,7.69742898,0.0,-0.80590167,277.45668766
4489,COIL,COIL,0.9031848505307,,8.88582795,0.0,-0.80590167,274.08677575
4490,YFICG,YFI CREDITS GROUP,0.0900322791508,,-0.00975309,0.0,-0.01753127,277.65649681
4491,VLT,Bankroll Vault,0.4484957226513,,-15.99836128,0.0,-0.80590167,271.38941762
4492,CYFM,CyberFM,4.00375353e-06,,7.66454272,0.0,-0.23933541,271.14389595
4493,XST,Xstable.Protocol,0.38479163148647,,7.5620354,0.0,-0.80590167,271.08878487
4494,COFE,CoffeeSwap,21.46535682093119,,24.74000911,0.0,-2.76076668,263.18057736
4495,ETCBEAR,3X Short Ethereum Classic Token,5.8e-07,,-12.12121212,0.0,0.0,262.046
4496,GLOB,Global Reserve System,4.00127969708133,,-0.01792246,0.0,-0.0252356,260.08318031
4497,IDALL,IDall,0.0073781485894,,13.01165544,0.0,-0.05292445,259.26936512
4498,CGT,Curio Governance,1.0803455452206,,0.00059617,0.0,-0.0252356,257.65675411
4499,ASY,ASYAGRO,0.00605424843343,,29.7266238,0.0,56.12868018,256.72900201
4500,CAVO,Excavo Finance,220.0703888412326,,-18.52886367,0.0,-0.0252356,247.87528215
4501,YNK,Yoink,0.00266362990377,,7.50379863,0.0,-0.80590167,246.88819946
4502,KPC,Koloop Basic,0.00136719388775,,23.18293626,0.0,-0.01444533,243.27630972
4503,BDCASH,BigdataCash,0.02199452253753,,3.07473608,0.0,-0.08852191,243.69839539
4504,ANT,ANTcoin,7.361677008e-05,,18.21983068,0.0,-0.14384201,240.42241005
4505,ESK,Eska,0.02085687482007,,60.19038247,0.0,-0.08852191,240.09144022
4506,AGOLP,AlgOil,1.36048777e-06,,-8.11707014,0.0,-0.74733052,239.20928847
4507,BNTX,BioNTech tokenized stock FTX,216.62,,4.59681313,0.0,0.2267154,238.9263
4508,EXT,Experience Token,1.400447929e-05,,3.68957706,0.0,-0.0214,235.71337324
4509,SAVE,SaveToken,0.00010003199493,,-0.01362213,0.0,-0.0252356,232.30821752
4510,MACH,MACH Project,0.01555969392726,,7.41164328,0.0,-0.06314841,232.10854242
4511,SMOKE,The Smokehouse,0.0046204517594,,10.53256434,0.0,0.28049635,230.41949607
4512,UCT,UnitedCrowd,0.09382833157883,,7.73572595,0.0,-0.80590167,223.86128764
4513,MP3,MP3,0.05153207267301,,8.05920659,0.0,-0.80590167,222.82298516
4514,YAPE,GorillaYield,0.00181390649068,,16.36491704,0.0,-0.15744016,219.71997209
4515,SQ,Square tokenized stock FTX,221.725,,-1.15903265,0.0,-0.60517763,217.61975
4516,CRL,CoralFarm,0.08710844967,,5.85946717,0.0,-0.14384201,215.99162479
4517,BYND,Beyond Meat Inc tokenized stock Bittrex,138.30791210935755,,0.4785507,0.0,-0.05721737,214.30685523
4518,COMOS,COMOS Finance,0.04367845046514,,3.88193273,0.0,-0.07112555,212.12088823
4519,HANA,Hanacoin,0.00308660527904,,-48.84932918,0.0,0.02172179,212.02246649
4520,R2R,CitiOs,0.00037921590582,,4.8518867,0.0,-0.08852191,211.00062624
4521,yPANDA,YieldPanda Finance,0.00201149106852,,16.13991529,0.0,-0.14384201,209.04271118
4522,DON,DEONEX COIN,0.84887434576659,,-0.17679759,0.0,-0.01753127,207.68309761
4523,SHIFT,Shift,0.65023312720021,,-0.00975309,0.0,-0.01753127,206.57386265
4524,ZCK,Polkazeck,0.00415295052002,,7.65167441,0.0,-0.94032367,205.90201501
4525,YFOX,YFOX FINANCE,18.8098123651265,,111.07748284,0.0,-0.17874486,205.9166589
4526,WTF,Walnut.finance,0.99857272687646,,7.30603889,0.0,-0.80590167,204.42353007
4527,TOR,Torex,0.03223168841049,,7.16589722,0.0,-0.15244733,202.02130367
4528,TRAT,Tratok,0.02045098719112,,-59.53909199,0.0,47.56835045,200.08803684
4529,CREX,Crex Token,3.48878633353903,,0.48305809,0.0,-0.08852191,199.68589005
4530,POLVEN,Polka Ventures,0.129615040441,,36.95823413,0.0,-0.2916551,198.37581939
4531,DETS,Dextrust,0.06243593858136,,7.96838569,0.0,-0.77453244,196.26229968
4532,CCE,CloudCoin,0.00886789794603,,-14.94326403,0.0,0.89439193,196.44667075
4533,MSS,Monster Slayer Share,2.7443865864881,,-0.88378918,0.0,-0.00342475,195.90247845
4534,FREE,Anti-Lockdown,0.00061141942628,,7.77724096,0.0,-0.80590167,192.36654928
4535,AWS,AurusSILVER,0.8948,,-1.79874669,0.0,0.0,189.03732261
4536,CPTE,Crypto Puzzles ERC20,0.01840922306466,,7.6884912,0.0,-0.80590167,92.0273727
4537,PHOON,Typhoon Cash,7.30878156172247,,6.93578238,0.0,-0.0252356,183.67465678
4538,TRISM,Trism,0.23159157853407,,-18.99384218,0.0,1.76443601,182.24745601
4539,FSC,Five Star Coin,0.04512669279252,,5.74046202,0.0,-0.08852191,181.90494021
4540,VDX,Vodi X,0.00133382930929,,18.72112017,0.0,2.2484971,158.95464642
4541,YFIII,YFIII,8.65276756125755,,-0.01362212,0.0,-0.02139999,172.11961693
4542,YUP,Yup,0.90721459807451,,7.49083039,0.0,-0.80590167,172.20760858
4543,yBAN,BananoDOS,179.35436472130212,,7.80331709,0.0,-0.80590167,171.83900907
4544,BRN,Brainaut Defi,0.00432126920719,,16.44967861,0.0,-0.14384201,169.53699661
4545,ORCL5,Oracle Top 5 Tokens Index,12.68863507578971,,7.77740499,0.0,-0.77453244,164.96390575
4546,P2P,P2P,0.00075808858819,,-29.98039429,0.0,-0.10096193,161.36125287
4547,HOMT,HOMT,0.00020008470607,,-0.01184833,0.0,-0.02524926,156.74977
4548,BLACK,eosBLACK,0.00096174947545,,37.40820692,0.0,-0.45714419,156.79658165
4549,PNIXS,PhoenxiDefi Finance,0.26009325088008,,-29.1622229,0.0,-0.01753127,154.80000584
4550,DRC,DRC mobility,0.89977421822,,-0.34553345,0.0,-0.05493445,154.19997569
4551,BONO,Bonorum,2.510977915059,,-13.19370955,0.0,-9.25529763,182.5644401
4552,TRI,Trinity Protocol,0.01500208025178,,7.67794828,0.0,-0.77453244,152.00122371
4553,FIT,FINANCIAL INVESTMENT TOKEN,8.83155097295061,,1.83895592,0.0,-0.09541454,149.79746416
4554,CLOUT,BLOCKCLOUT,0.00016846061512,,120.13230703,0.0,-0.81030297,148.94648139
4555,CELC,CelCoin,1.131565669e-05,,-29.68231229,0.0,19.74736195,176.91658052
4556,MCRN,MacaronSwap,3.91869951058425,,11.58316959,0.0,-0.13202872,144.09034128
4557,VSD,Value Set Dollar,0.72100897383503,,-0.38089473,0.0,-0.00480756,144.03152508
4558,EMRALS,Emrals,0.02461813010221,,-16.86033119,0.0,-2.32130796,143.92213355
4559,MEMES,Memes Token,1.687067e-08,,16.92590928,0.0,-0.03148551,139.97137755
4560,CVT,Civitas Protocol,79.38502323698611,,7.73658248,0.0,-0.80590167,139.79860942
4561,PoSH,Shill & Win,0.00010223010577,,8.30088015,0.0,-0.80590167,137.73209616
4562,MORK,MORK,0.91652652330209,,8.28903544,0.0,-0.80590167,136.87176629
4563,SEMI,Semitoken,0.00270096837452,,-10.00877779,0.0,-0.01753127,136.76026004
4564,GTF,GLOBALTRUSTFUND TOKEN,0.00059359455659,,18.67189289,0.0,0.30853416,136.82851025
4565,SOFI,Social Finance,6.61823006370958,,7.95053424,0.0,-0.80590167,134.64064168
4566,CBC,CryptoBharatCoin,0.09403007523216,,-4.09882358,0.0,-0.0252356,133.60094615
4567,EMT,Emanate,0.02445691071014,,14.64983626,0.0,-0.58670001,125.27700383
4568,RYIU,RYI Unity,0.01697172366221,,15.64572682,0.0,-2.63780653,170.617071
4569,PFI,protocol finance,30.4420628060874,,7.86439518,0.0,-0.51155519,121.52021537
4570,XDEX,xDeFi,0.05607238326895,,-0.09690264,0.0,0.01216974,120.78586111
4571,SNO,SaveNode,0.00045505908698,,4.8518867,0.0,-0.08852191,119.61410125
4572,AMZN,Amazon tokenized stock Bittrex,3227.0425383381316,,1.33075575,0.0,-0.20057176,119.33494127
4573,HATCH,Hatch DAO,0.00200063989856,,-33.34528164,0.0,-0.02020444,118.50440047
4574,KIP,Khipu Token,0.00013904985336,,0.71481391,0.0,-0.01753127,114.4262212
4575,SCH,Schilling-Coin,0.00350542748929,,34.40014759,0.0,-0.13258163,113.86259283
4576,ANK,Apple Network,7.001017977e-05,,5.9681101,0.0,0.13940711,113.25146651
4577,ENOL,Ethanol,25.00255184987003,,7.78675384,0.0,-0.80590167,111.46225913
4578,DFIO,DeFi Omega,13.55129721092665,,7.93369821,0.0,-0.80590167,109.8025837
4579,NUT,Native Utility Token,16.04541205830405,,21.12997956,0.0,-0.18022896,108.73936461
4580,DFX,Definitex,0.89484769635276,,7.80151654,0.0,-0.77453244,108.2842183
4581,OIL,Crudeoil Finance,5.9833359041961,,16.91814345,0.0,-0.14384201,108.16538802
4582,CURE,CURE Farm,3.78907109165983,,7.91861097,0.0,-0.80590167,105.71144766
4583,TMN,TranslateMe Network Token,0.00238906020666,,4.8518867,0.0,-0.08852191,105.51534685
4584,URAC,Uranus,0.00089584527844,,-23.64319196,0.0,-0.02623217,105.24756284
4585,BDOGE,Blue Eyes White Doge,3.32617503e-06,,7.57626176,0.0,-0.80590161,104.66276394
4586,EXO,Exohood,4.23336989032008,,-12.09794318,0.0,-0.18684134,103.41095331
4587,SHPP,Shipit pro,0.01147524907816,,7.86233824,0.0,-0.06065036,101.02869254
4588,FFYI,Fiscus.fyi,3.86617692479129,,5.02737453,0.0,-0.10096772,100.72999378
4589,PPC,PHILLIPS PAY COIN,0.00260083186812,,73.30972165,0.0,-0.0252356,98.68215037
4590,KOMP,Kompass,0.00100035865723,,-0.00975309,0.0,-0.01753127,98.60536285
4591,ECA,Electra,1.751798034e-05,,-40.59085929,0.0,-0.57561154,97.86407661
4592,BEAR,BEAR Coin,0.0208470324376,,11.08664614,0.0,-0.10096772,97.60859562
4593,BSY,Bestay,0.00910291153843,,10.55126436,0.0,-0.0252356,97.13069773
4594,MOONDAY,Moonday Finance,75.13572554479096,,7.87206723,0.0,-0.75704471,95.36849704
4595,GNC,GALAXY NETWORK,0.02882040884228,,25.24147853,0.0,-0.08852191,95.29316497
4596,CORN,Popcorn,0.11677893902195,,7.44103807,0.0,-0.77453244,94.54737486
4597,DSL,DeadSoul,0.01972096553544,,2.94448604,0.0,-5.377957,92.85042447
4598,sBTC,sBTC,0.01698166042219,,7.87788511,0.0,-0.80590167,91.27756829
4599,YFBETA,yfBeta,8.98092327330735,,7.80228381,0.0,-0.77453244,89.61764846
4600,SAFEYIELD,SafeYield,0.0014810452031,,15.32357763,0.0,-0.40826812,86.93324251
4601,ULT,Shardus,0.13154441541507,,48.35689335,0.0,-0.12966907,85.84746489
4602,NGC,NAGA,0.03293020857373,,2.65134765,0.0,-7.39930759,84.59798635
4603,XTRM,XTRM COIN,0.00115594789961,,-0.62888973,0.0,6.61888511,84.50702427
4604,FLO,FlourMix,0.038533201691,,12.59541484,0.0,-0.14384201,84.24307064
4605,SENSE,Sense,0.0105535975773,,2.15049203,0.0,-0.45714419,84.08896247
4606,PWRB,PowerBalt,0.09984842336866,,-20.95807145,0.0,-0.12858787,80.73458835
4607,MIC,MITH Cash,0.08409681861666,,-4.25934896,0.0,-0.0252356,80.11309393
4608,OPM,Omega Protocol Money,0.00012447669948,,62.93129126,0.0,-0.17874486,77.96933979
4609,BLURT,Blurt,0.00303372724656,,4.8518867,0.0,-0.08852191,76.30384658
4610,DEQ,Dequant,0.03185413608883,,4.8518867,0.0,-0.08852191,74.65244322
4611,ABET,Altbet,0.00170647157619,,-39.5085269,0.0,-0.08852191,74.41263453
4612,BPT,Bitpayer Token,0.06630458858707,,-56.61125405,0.0,-0.17874486,73.8520258
4613,BBP,Bitbot Protocol,35.45563304276175,,7.88271308,0.0,-0.80590167,70.00981845
4614,BCHC,BitCherry,0.00789252439981,,-1.14553987,0.0,8.80012292,68.26595182
4615,CNT,Cyber Network Token,2.699369429e-05,,-0.34280489,0.0,-0.0532026,67.97408013
4616,$TRDL,Strudel Finance,0.44980957423097,,8.92485081,0.0,-0.17874486,67.47143613
4617,YFRM,Yearn Finance Red Moon,3.7921590581946,,4.8518867,0.0,-0.08852191,67.10718434
4618,NFLX,Netflix tokenized stock Bittrex,501.2370392783544,,0.50228164,0.0,-0.13982007,66.97450651
4619,BST1,Blueshare Token,0.00493309207439,,-11.00026885,0.0,-55.61240598,62.17280536
4620,FCD,Future-Cash Digital,5.501972614771,,-0.00975309,0.0,-0.01753127,56.12012067
4621,PFE,Pfizer tokenized stock FTX,38.81,,0.4659591,0.0,-0.07723996,55.7506
4622,RM,Rivermount,0.00092963800871,,-43.55681202,0.0,-0.0612625,55.13173325
4623,YFI2,YEARN2.FINANCE,6.40442482240707,,8.08219159,0.0,-0.77453244,54.94417746
4624,ANG,Aureus Nummus Gold,0.00212067829247,,10.97964455,0.0,-0.0252356,54.39839124
4625,KEN,Keysians Network,0.71964591751877,,7.88275024,0.0,-0.80590167,53.29873983
4626,KMW,Kepler Network,9.45939374e-05,,-1.86742353,0.0,2.67323935,53.06997106
4627,FORS,Foresight,0.02277783718901,,9.53571994,0.0,-0.0854743,52.47483346
4628,ACDC,Volt,0.00012355924109,,16.85347756,0.0,-9.62173357,51.94146853
